ID,tf5,tf4,tf3,tf2,tf1,TargetToolFace,ModelTorP,ModelTorN,TorP,TorN,outtime,date,time,ss
218,357.3,350.3,347.5,344.7,339.1,10,12650,-5000,12450,-5000,2021/1/14 16:50,2021/1/14,16:50:00,60600
219,350.3,347.5,344.7,339.1,337.7,10,12950,-5000,12450,-5000,2021/1/14 16:51,2021/1/14,16:51:00,60660
220,347.5,344.7,339.1,337.7,334.8,10,13450,-5000,12950,-5000,2021/1/14 16:52,2021/1/14,16:52:00,60720
221,344.7,339.1,337.7,334.8,332,10,13950,-4850,13450,-4850,2021/1/14 16:52,2021/1/14,16:52:00,60720
222,339.1,337.7,334.8,332,330.6,10,14450,-4850,13950,-4850,2021/1/14 16:53,2021/1/14,16:53:00,60780
223,337.7,334.8,332,330.6,329.2,10,14950,-4850,14450,-4850,2021/1/14 16:54,2021/1/14,16:54:00,60840
224,334.8,332,330.6,329.2,326.4,10,15450,-4850,14950,-4850,2021/1/14 16:56,2021/1/14,16:56:00,60960
225,332,330.6,329.2,326.4,329.2,10,15950,-4600,15450,-4600,2021/1/14 16:57,2021/1/14,16:57:00,61020
226,330.6,329.2,326.4,329.2,333.4,10,15950,-4600,15450,-4600,2021/1/14 16:57,2021/1/14,16:57:00,61020
227,329.2,326.4,329.2,333.4,336.2,10,15450,-4600,15450,-4600,2021/1/14 16:58,2021/1/14,16:58:00,61080
228,326.4,329.2,333.4,336.2,339.1,10,14950,-4800,15150,-4600,2021/1/14 16:59,2021/1/14,16:59:00,61140
229,329.2,333.4,336.2,339.1,344.7,10,11800,-4800,12000,-4600,2021/1/14 17:00,2021/1/14,17:00:00,61200
230,333.4,336.2,339.1,344.7,353.1,10,11200,-6200,11400,-6000,2021/1/14 17:01,2021/1/14,17:01:00,61260
231,336.2,339.1,344.7,353.1,357.3,10,11200,-6200,11400,-6000,2021/1/14 17:01,2021/1/14,17:01:00,61260
232,339.1,344.7,353.1,357.3,5.8,10,10000,-5000,9900,-6000,2021/1/14 17:02,2021/1/14,17:02:00,61320
233,344.7,353.1,357.3,5.8,22.7,10,9700,-6200,9900,-6000,2021/1/14 17:04,2021/1/14,17:04:00,61440
234,353.1,357.3,5.8,22.7,24.1,10,8400,-6400,8600,-6200,2021/1/14 17:05,2021/1/14,17:05:00,61500
235,357.3,5.8,22.7,24.1,32.5,10,8400,-6400,8600,-6200,2021/1/14 17:06,2021/1/14,17:06:00,61560
236,316.6,316.6,315.2,310.9,312.3,12,12700,-6000,12200,-6000,2021/1/14 17:57,2021/1/14,17:57:00,64620
237,316.6,315.2,310.9,312.3,309.5,19,12700,-6000,12200,-6000,2021/1/14 17:58,2021/1/14,17:58:00,64680
238,315.2,310.9,312.3,309.5,309.5,19,13800,-6000,13300,-6000,2021/1/14 17:59,2021/1/14,17:59:00,64740
239,310.9,312.3,309.5,309.5,308.1,19,13800,-6000,13300,-6000,2021/1/14 18:00,2021/1/14,18:00:00,64800
240,312.3,309.5,309.5,308.1,305.3,19,13950,-6000,13450,-6000,2021/1/14 18:01,2021/1/14,18:01:00,64860
241,309.5,309.5,308.1,305.3,308.1,19,14450,-6000,13950,-6000,2021/1/14 18:02,2021/1/14,18:02:00,64920
242,309.5,308.1,305.3,308.1,303.9,19,14950,-6000,14450,-6000,2021/1/14 18:03,2021/1/14,18:03:00,64980
243,308.1,305.3,308.1,303.9,303.9,19,15450,-6000,14950,-6000,2021/1/14 18:04,2021/1/14,18:04:00,65040
244,305.3,308.1,303.9,303.9,305.3,19,15450,-6000,14950,-6000,2021/1/14 18:05,2021/1/14,18:05:00,65100
245,308.1,303.9,303.9,305.3,306.7,19,15950,-6000,15450,-6000,2021/1/14 18:05,2021/1/14,18:05:00,65100
246,303.9,303.9,305.3,306.7,306.7,19,12200,-6000,15950,-6000,2021/1/14 18:06,2021/1/14,18:06:00,65160
247,303.9,305.3,306.7,306.7,306.7,19,12200,-6000,15950,-6000,2021/1/14 18:07,2021/1/14,18:07:00,65220
248,305.3,306.7,306.7,306.7,308.1,19,12200,-6000,15950,-6000,2021/1/14 18:08,2021/1/14,18:08:00,65280
249,306.7,306.7,306.7,308.1,315.2,19,15950,-6000,15950,-6000,2021/1/14 18:10,2021/1/14,18:10:00,65400
250,306.7,306.7,308.1,315.2,319.4,19,15950,-6000,15950,-6000,2021/1/14 18:10,2021/1/14,18:10:00,65400
251,306.7,308.1,315.2,319.4,325,19,10000,-6500,11000,-6000,2021/1/14 18:11,2021/1/14,18:11:00,65460
252,308.1,315.2,319.4,325,330.6,19,10000,-6500,11000,-6000,2021/1/14 18:12,2021/1/14,18:12:00,65520
253,315.2,319.4,325,330.6,333.4,19,11000,-6000,11000,-6000,2021/1/14 18:13,2021/1/14,18:13:00,65580
254,319.4,325,330.6,333.4,343.3,19,10000,-6500,11000,-6000,2021/1/14 18:13,2021/1/14,18:13:00,65580
255,325,330.6,333.4,343.3,346.1,19,7700,-6500,7700,-6500,2021/1/14 18:14,2021/1/14,18:14:00,65640
256,330.6,333.4,343.3,346.1,351.7,19,7500,-6700,7700,-6500,2021/1/14 18:15,2021/1/14,18:15:00,65700
257,333.4,343.3,346.1,351.7,354.5,19,7200,-6700,7400,-6500,2021/1/14 18:16,2021/1/14,18:16:00,65760
258,343.3,346.1,351.7,354.5,3,19,7000,-6900,7200,-6700,2021/1/14 18:18,2021/1/14,18:18:00,65880
259,346.1,351.7,354.5,3,7.2,19,6800,-6100,7000,-5900,2021/1/14 18:18,2021/1/14,18:18:00,65880
260,351.7,354.5,3,7.2,10,19,12200,-6000,6150,-7000,2021/1/14 18:19,2021/1/14,18:19:00,65940
261,354.5,3,7.2,10,14.2,19,12200,-6000,6150,-7000,2021/1/14 18:20,2021/1/14,18:20:00,66000
262,3,7.2,10,14.2,15.6,19,12200,-6000,6350,-7150,2021/1/14 18:21,2021/1/14,18:21:00,66060
263,7.2,10,14.2,15.6,19.8,19,12200,-6000,7550,-6650,2021/1/14 18:22,2021/1/14,18:22:00,66120
264,10,14.2,15.6,19.8,19.8,19,12200,-6000,6900,-6900,2021/1/14 18:22,2021/1/14,18:22:00,66120
265,14.2,15.6,19.8,19.8,21.3,19,12200,-6000,6900,-6600,2021/1/14 18:23,2021/1/14,18:23:00,66180
266,15.6,19.8,19.8,21.3,25.5,19,12200,-6000,6900,-6600,2021/1/14 18:24,2021/1/14,18:24:00,66240
267,19.8,19.8,21.3,25.5,21.3,19,12200,-6000,6900,-7500,2021/1/14 18:26,2021/1/14,18:26:00,66360
268,19.8,21.3,25.5,21.3,19.8,19,12200,-6000,7100,-6200,2021/1/14 18:27,2021/1/14,18:27:00,66420
269,21.3,25.5,21.3,19.8,19.8,19,12200,-6000,7100,-6200,2021/1/14 18:28,2021/1/14,18:28:00,66480
270,25.5,21.3,19.8,19.8,21.3,19,12200,-6000,7100,-6200,2021/1/14 18:28,2021/1/14,18:28:00,66480
271,21.3,19.8,19.8,21.3,18.4,19,12200,-6000,7100,-6200,2021/1/14 18:29,2021/1/14,18:29:00,66540
272,19.8,19.8,21.3,18.4,17,19,12200,-6000,7350,-5850,2021/1/14 18:30,2021/1/14,18:30:00,66600
273,19.8,21.3,18.4,17,15.6,19,12200,-6000,7500,-5850,2021/1/14 18:31,2021/1/14,18:31:00,66660
274,21.3,18.4,17,15.6,10,19,12200,-6000,7500,-4950,2021/1/14 18:32,2021/1/14,18:32:00,66720
275,18.4,17,15.6,10,7.2,19,10750,-4900,10550,-4900,2021/1/14 18:32,2021/1/14,18:32:00,66720
276,17,15.6,10,7.2,0.2,19,11550,-4800,11350,-4800,2021/1/14 18:34,2021/1/14,18:34:00,66840
277,15.6,10,7.2,0.2,357.3,19,11800,-4200,11600,-4200,2021/1/14 18:35,2021/1/14,18:35:00,66900
278,10,7.2,0.2,357.3,354.5,19,12400,-4200,12200,-4200,2021/1/14 18:36,2021/1/14,18:36:00,66960
279,7.2,0.2,357.3,354.5,354.5,19,12600,-3750,12400,-3750,2021/1/14 18:37,2021/1/14,18:37:00,67020
280,0.2,357.3,354.5,354.5,353.1,19,12800,-3750,12600,-3750,2021/1/14 18:37,2021/1/14,18:37:00,67020
281,357.3,354.5,354.5,353.1,350.3,19,13000,-3550,12800,-3550,2021/1/14 18:38,2021/1/14,18:38:00,67080
282,354.5,354.5,353.1,350.3,350.3,19,13200,-3550,13000,-3550,2021/1/14 18:39,2021/1/14,18:39:00,67140
283,354.5,353.1,350.3,350.3,347.5,19,13500,-3550,13000,-3550,2021/1/14 18:40,2021/1/14,18:40:00,67200
284,353.1,350.3,350.3,347.5,348.9,19,13700,-3550,13500,-3550,2021/1/14 18:40,2021/1/14,18:40:00,67200
285,350.3,350.3,347.5,348.9,346.1,19,14000,-3550,13500,-3550,2021/1/14 18:42,2021/1/14,18:42:00,67320
286,350.3,347.5,348.9,346.1,348.9,19,14200,-3550,14000,-3550,2021/1/14 18:43,2021/1/14,18:43:00,67380
287,347.5,348.9,346.1,348.9,351.7,19,14400,-3550,14200,-3550,2021/1/14 18:44,2021/1/14,18:44:00,67440
288,348.9,346.1,348.9,351.7,351.7,19,14200,-3550,14200,-3550,2021/1/14 18:45,2021/1/14,18:45:00,67500
289,346.1,348.9,351.7,351.7,355.9,19,14000,-3750,14200,-3550,2021/1/14 18:46,2021/1/14,18:46:00,67560
290,348.9,351.7,351.7,355.9,1.6,19,14200,-3550,14200,-3550,2021/1/14 18:46,2021/1/14,18:46:00,67560
291,351.7,351.7,355.9,1.6,4.4,19,11050,-3750,11250,-3550,2021/1/14 18:47,2021/1/14,18:47:00,67620
292,351.7,355.9,1.6,4.4,4.4,19,11100,-4050,11100,-4050,2021/1/14 18:48,2021/1/14,18:48:00,67680
293,355.9,1.6,4.4,4.4,11.4,19,12200,-6000,12150,-4050,2021/1/14 18:49,2021/1/14,18:49:00,67740
294,1.6,4.4,4.4,11.4,26.9,19,12200,-6000,10450,-5250,2021/1/14 18:51,2021/1/14,18:51:00,67860
295,4.4,4.4,11.4,26.9,29.7,19,9050,-6600,9250,-6400,2021/1/14 18:51,2021/1/14,18:51:00,67860
296,4.4,11.4,26.9,29.7,31.1,19,8950,-6600,9150,-6400,2021/1/14 18:52,2021/1/14,18:52:00,67920
297,11.4,26.9,29.7,31.1,35.3,19,8950,-6600,9150,-6400,2021/1/14 18:53,2021/1/14,18:53:00,67980
298,26.9,29.7,31.1,35.3,36.7,19,8950,-6600,9150,-6400,2021/1/14 18:54,2021/1/14,18:54:00,68040
299,29.7,31.1,35.3,36.7,40.9,19,8950,-6600,9150,-6400,2021/1/14 18:55,2021/1/14,18:55:00,68100
300,31.1,35.3,36.7,40.9,38.1,19,8950,-6600,9150,-6400,2021/1/14 18:59,2021/1/14,18:59:00,68340
301,35.3,36.7,40.9,38.1,36.7,19,8950,-6600,9150,-6400,2021/1/14 19:00,2021/1/14,19:00:00,68400
302,36.7,40.9,38.1,36.7,35.3,19,9150,-6400,9150,-6400,2021/1/14 19:00,2021/1/14,19:00:00,68400
303,40.9,38.1,36.7,35.3,38.1,19,8950,-6600,9150,-6400,2021/1/14 19:01,2021/1/14,19:01:00,68460
304,38.1,36.7,35.3,38.1,38.1,19,8950,-6600,9150,-6400,2021/1/14 19:02,2021/1/14,19:02:00,68520
305,36.7,35.3,38.1,38.1,36.7,19,8950,-6600,9150,-6400,2021/1/14 19:03,2021/1/14,19:03:00,68580
306,35.3,38.1,38.1,36.7,50.8,19,8650,-6900,9150,-6400,2021/1/14 19:04,2021/1/14,19:04:00,68640
307,38.1,38.1,36.7,50.8,53.6,19,8650,-6900,9150,-6400,2021/1/14 19:04,2021/1/14,19:04:00,68640
308,38.1,36.7,50.8,53.6,77.5,19,8650,-6900,9150,-6400,2021/1/14 19:09,2021/1/14,19:09:00,68940
309,36.7,50.8,53.6,77.5,223.8,19,8150,-6900,9150,-6400,2021/1/14 19:10,2021/1/14,19:10:00,69000
310,50.8,53.6,77.5,223.8,320.8,19,9650,-6400,9150,-6400,2021/1/14 19:13,2021/1/14,19:13:00,69180
311,53.6,77.5,223.8,320.8,336.2,19,8150,-6900,9150,-6400,2021/1/14 19:14,2021/1/14,19:14:00,69240
312,77.5,223.8,320.8,336.2,351.7,19,8950,-6250,9150,-6050,2021/1/14 19:15,2021/1/14,19:15:00,69300
313,223.8,320.8,336.2,351.7,35.3,19,8950,-6300,9150,-6100,2021/1/14 19:16,2021/1/14,19:16:00,69360
314,320.8,336.2,351.7,35.3,33.9,19,7600,-7550,7800,-7350,2021/1/14 19:16,2021/1/14,19:16:00,69360
315,336.2,351.7,35.3,33.9,35.3,19,7700,-6700,7900,-6500,2021/1/14 19:17,2021/1/14,19:17:00,69420
316,351.7,35.3,33.9,35.3,26.9,19,12200,-6000,7900,-6500,2021/1/14 19:18,2021/1/14,19:18:00,69480
317,35.3,33.9,35.3,26.9,26.9,19,12200,-6000,9300,-5800,2021/1/14 19:19,2021/1/14,19:19:00,69540
318,33.9,35.3,26.9,26.9,22.7,19,12200,-6000,9300,-5800,2021/1/14 19:20,2021/1/14,19:20:00,69600
319,35.3,26.9,26.9,22.7,5.8,19,9500,-5800,9300,-5800,2021/1/14 19:22,2021/1/14,19:22:00,69720
320,26.9,26.9,22.7,5.8,1.6,19,9500,-5800,9300,-5800,2021/1/14 19:22,2021/1/14,19:22:00,69720
321,26.9,22.7,5.8,1.6,354.5,19,9500,-5800,9300,-5800,2021/1/14 19:23,2021/1/14,19:23:00,69780
322,22.7,5.8,1.6,354.5,347.5,19,9800,-5800,9300,-5800,2021/1/14 19:24,2021/1/14,19:24:00,69840
323,5.8,1.6,354.5,347.5,343.3,19,10000,-5800,9500,-5800,2021/1/14 19:25,2021/1/14,19:25:00,69900
324,1.6,354.5,347.5,343.3,339.1,19,11350,-5350,10850,-5350,2021/1/14 19:26,2021/1/14,19:26:00,69960
325,354.5,347.5,343.3,339.1,334.8,19,11550,-5350,11050,-5350,2021/1/14 19:26,2021/1/14,19:26:00,69960
326,347.5,343.3,339.1,334.8,330.6,19,11550,-5350,11050,-5350,2021/1/14 19:27,2021/1/14,19:27:00,70020
327,343.3,339.1,334.8,330.6,329.2,19,11550,-5350,11050,-5350,2021/1/14 19:28,2021/1/14,19:28:00,70080
328,339.1,334.8,330.6,329.2,326.4,19,12400,-5350,11900,-5350,2021/1/14 19:30,2021/1/14,19:30:00,70200
329,334.8,330.6,329.2,326.4,325,19,12900,-5350,12400,-5350,2021/1/14 19:30,2021/1/14,19:30:00,70200
330,330.6,329.2,326.4,325,322.2,19,13400,-5350,12900,-5350,2021/1/14 19:31,2021/1/14,19:31:00,70260
331,329.2,326.4,325,322.2,323.6,19,13400,-5350,12900,-5350,2021/1/14 19:32,2021/1/14,19:32:00,70320
332,326.4,325,322.2,323.6,319.4,19,13400,-5350,12900,-5350,2021/1/14 19:33,2021/1/14,19:33:00,70380
333,325,322.2,323.6,319.4,319.4,19,13400,-5350,12900,-5350,2021/1/14 19:34,2021/1/14,19:34:00,70440
334,322.2,323.6,319.4,319.4,316.6,19,13400,-5350,12900,-5350,2021/1/14 19:34,2021/1/14,19:34:00,70440
335,323.6,319.4,319.4,316.6,316.6,19,13500,-5350,13000,-5350,2021/1/14 19:35,2021/1/14,19:35:00,70500
336,319.4,319.4,316.6,316.6,315.2,19,13500,-5350,13000,-5350,2021/1/14 19:36,2021/1/14,19:36:00,70560
337,319.4,316.6,316.6,315.2,318,19,13500,-5000,13000,-5000,2021/1/14 19:38,2021/1/14,19:38:00,70680
338,316.6,316.6,315.2,318,318,19,13500,-5000,13000,-5000,2021/1/14 19:39,2021/1/14,19:39:00,70740
339,316.6,315.2,318,318,316.6,19,13500,-5000,13000,-5000,2021/1/14 19:39,2021/1/14,19:39:00,70740
340,315.2,318,318,316.6,318,19,13500,-5000,13000,-5000,2021/1/14 19:40,2021/1/14,19:40:00,70800
341,318,318,316.6,318,319.4,19,13500,-5000,13000,-5000,2021/1/14 19:41,2021/1/14,19:41:00,70860
342,318,316.6,318,319.4,322.2,19,13000,-5000,13000,-5000,2021/1/14 19:42,2021/1/14,19:42:00,70920
343,316.6,318,319.4,322.2,323.6,19,13000,-5000,13000,-5000,2021/1/14 19:43,2021/1/14,19:43:00,70980
344,318,319.4,322.2,323.6,322.2,19,13500,-5000,13000,-5000,2021/1/14 19:43,2021/1/14,19:43:00,70980
345,319.4,322.2,323.6,322.2,323.6,19,13500,-5000,13000,-5000,2021/1/14 19:44,2021/1/14,19:44:00,71040
346,322.2,323.6,322.2,323.6,326.4,19,13500,-5000,13000,-5000,2021/1/14 19:46,2021/1/14,19:46:00,71160
347,323.6,322.2,323.6,326.4,327.8,19,13000,-5000,13000,-5000,2021/1/14 19:47,2021/1/14,19:47:00,71220
348,322.2,323.6,326.4,327.8,329.2,19,13000,-5000,13000,-5000,2021/1/14 19:48,2021/1/14,19:48:00,71280
349,323.6,326.4,327.8,329.2,329.2,19,13500,-5000,13000,-5000,2021/1/14 19:49,2021/1/14,19:49:00,71340
350,326.4,327.8,329.2,329.2,332,19,13500,-5000,13000,-5000,2021/1/14 19:49,2021/1/14,19:49:00,71340
351,327.8,329.2,329.2,332,333.4,19,13500,-5000,13000,-5000,2021/1/14 19:50,2021/1/14,19:50:00,71400
352,329.2,329.2,332,333.4,333.4,19,13500,-5000,13000,-5000,2021/1/14 19:51,2021/1/14,19:51:00,71460
353,329.2,332,333.4,333.4,333.4,19,13500,-5000,13000,-5000,2021/1/14 19:52,2021/1/14,19:52:00,71520
354,332,333.4,333.4,333.4,337.7,19,13500,-5000,13000,-5000,2021/1/14 19:52,2021/1/14,19:52:00,71520
355,333.4,333.4,333.4,337.7,340.5,19,13000,-5000,13000,-5000,2021/1/14 19:54,2021/1/14,19:54:00,71640
356,333.4,333.4,337.7,340.5,344.7,19,12850,-5000,12850,-5000,2021/1/14 19:55,2021/1/14,19:55:00,71700
357,333.4,337.7,340.5,344.7,347.5,19,10000,-5000,10000,-5000,2021/1/14 19:56,2021/1/14,19:56:00,71760
358,337.7,340.5,344.7,347.5,347.5,19,10000,-6000,10000,-6000,2021/1/14 19:57,2021/1/14,19:57:00,71820
359,340.5,344.7,347.5,347.5,348.9,19,10000,-6000,10000,-6000,2021/1/14 19:57,2021/1/14,19:57:00,71820
360,344.7,347.5,347.5,348.9,354.5,19,9800,-6200,10000,-6000,2021/1/14 19:58,2021/1/14,19:58:00,71880
361,347.5,347.5,348.9,354.5,350.3,19,8200,-6000,8000,-6000,2021/1/14 19:59,2021/1/14,19:59:00,71940
362,347.5,348.9,354.5,350.3,348.9,19,8200,-6000,8000,-6000,2021/1/14 20:00,2021/1/14,20:00:00,72000
363,348.9,354.5,350.3,348.9,351.7,19,8200,-6000,8000,-6000,2021/1/14 20:01,2021/1/14,20:01:00,72060
364,354.5,350.3,348.9,351.7,341.9,19,8500,-6000,8000,-6000,2021/1/14 20:02,2021/1/14,20:02:00,72120
365,350.3,348.9,351.7,341.9,343.3,19,9000,-6000,8500,-6000,2021/1/14 20:03,2021/1/14,20:03:00,72180
366,348.9,351.7,341.9,343.3,339.1,19,9500,-6000,9000,-6000,2021/1/14 20:04,2021/1/14,20:04:00,72240
367,351.7,341.9,343.3,339.1,336.2,19,9500,-6000,9000,-6000,2021/1/14 20:05,2021/1/14,20:05:00,72300
368,341.9,343.3,339.1,336.2,333.4,19,9500,-6000,9000,-6000,2021/1/14 20:06,2021/1/14,20:06:00,72360
369,343.3,339.1,336.2,333.4,330.6,19,9500,-6000,9000,-6000,2021/1/14 20:07,2021/1/14,20:07:00,72420
370,339.1,336.2,333.4,330.6,329.2,19,10200,-5100,9700,-5100,2021/1/14 20:07,2021/1/14,20:07:00,72420
371,336.2,333.4,330.6,329.2,329.2,19,10500,-5100,10000,-5100,2021/1/14 20:08,2021/1/14,20:08:00,72480
372,333.4,330.6,329.2,329.2,325,19,10500,-5100,10000,-5100,2021/1/14 20:09,2021/1/14,20:09:00,72540
373,330.6,329.2,329.2,325,320.8,19,11000,-5100,10500,-5100,2021/1/14 20:11,2021/1/14,20:11:00,72660
374,329.2,329.2,325,320.8,318,19,11500,-5000,11000,-5000,2021/1/14 20:12,2021/1/14,20:12:00,72720
375,329.2,325,320.8,318,315.2,19,13000,-5000,12500,-5000,2021/1/14 20:12,2021/1/14,20:12:00,72720
376,325,320.8,318,315.2,315.2,19,13000,-5000,12500,-5000,2021/1/14 20:13,2021/1/14,20:13:00,72780
377,320.8,318,315.2,315.2,313.8,19,13500,-5000,13000,-5000,2021/1/14 20:14,2021/1/14,20:14:00,72840
378,318,315.2,315.2,313.8,309.5,19,13500,-5000,13000,-5000,2021/1/14 20:15,2021/1/14,20:15:00,72900
379,315.2,315.2,313.8,309.5,308.1,19,14000,-5000,13500,-5000,2021/1/14 20:15,2021/1/14,20:15:00,72900
380,315.2,313.8,309.5,308.1,305.3,19,14000,-5000,13500,-5000,2021/1/14 20:16,2021/1/14,20:16:00,72960
381,313.8,309.5,308.1,305.3,308.1,19,14000,-5000,13500,-5000,2021/1/14 20:17,2021/1/14,20:17:00,73020
382,309.5,308.1,305.3,308.1,318,19,13500,-5000,13500,-5000,2021/1/14 20:19,2021/1/14,20:19:00,73140
383,308.1,305.3,308.1,318,319.4,19,13500,-5000,13500,-5000,2021/1/14 20:20,2021/1/14,20:20:00,73200
384,305.3,308.1,318,319.4,327.8,19,12500,-5500,13500,-5000,2021/1/14 20:21,2021/1/14,20:21:00,73260
385,308.1,318,319.4,327.8,333.4,19,12500,-5500,13500,-5000,2021/1/14 20:21,2021/1/14,20:21:00,73260
386,318,319.4,327.8,333.4,336.2,19,12500,-5500,13500,-5000,2021/1/14 20:22,2021/1/14,20:22:00,73320
387,319.4,327.8,333.4,336.2,343.3,19,12500,-5500,13500,-5000,2021/1/14 20:23,2021/1/14,20:23:00,73380
388,327.8,333.4,336.2,343.3,351.7,19,13300,-5200,13500,-5000,2021/1/14 20:24,2021/1/14,20:24:00,73440
389,333.4,336.2,343.3,351.7,354.5,19,13300,-5200,13500,-5000,2021/1/14 20:24,2021/1/14,20:24:00,73440
390,336.2,343.3,351.7,354.5,4.4,19,10900,-5200,11100,-5000,2021/1/14 20:25,2021/1/14,20:25:00,73500
391,343.3,351.7,354.5,4.4,21.3,19,12200,-6000,11100,-5500,2021/1/14 20:27,2021/1/14,20:27:00,73620
392,351.7,354.5,4.4,21.3,24.1,19,12200,-6000,11750,-6000,2021/1/14 20:29,2021/1/14,20:29:00,73740
393,354.5,4.4,21.3,24.1,32.5,19,11550,-6200,11750,-6000,2021/1/14 20:30,2021/1/14,20:30:00,73800
394,4.4,21.3,24.1,32.5,33.9,19,11550,-6200,11750,-6000,2021/1/14 20:30,2021/1/14,20:30:00,73800
395,21.3,24.1,32.5,33.9,35.3,19,11200,-6200,11400,-6000,2021/1/14 20:31,2021/1/14,20:31:00,73860
396,24.1,32.5,33.9,35.3,36.7,19,10800,-6400,11000,-6200,2021/1/14 20:32,2021/1/14,20:32:00,73920
397,32.5,33.9,35.3,36.7,38.1,19,10600,-6600,10800,-6400,2021/1/14 20:33,2021/1/14,20:33:00,73980
398,33.9,35.3,36.7,38.1,36.7,19,10300,-6600,10500,-6400,2021/1/14 20:33,2021/1/14,20:33:00,73980
399,35.3,36.7,38.1,36.7,38.1,19,9800,-6800,10000,-6600,2021/1/14 20:35,2021/1/14,20:35:00,74100
400,36.7,38.1,36.7,38.1,38.1,19,9750,-6900,9950,-6700,2021/1/14 20:36,2021/1/14,20:36:00,74160
401,38.1,36.7,38.1,38.1,38.1,19,9550,-7100,9750,-6900,2021/1/14 20:37,2021/1/14,20:37:00,74220
402,36.7,38.1,38.1,38.1,36.7,19,9550,-7100,9750,-6900,2021/1/14 20:38,2021/1/14,20:38:00,74280
403,38.1,38.1,38.1,36.7,35.3,19,9750,-6900,9750,-6900,2021/1/14 20:38,2021/1/14,20:38:00,74280
404,38.1,38.1,36.7,35.3,36.7,19,9550,-7100,9750,-6900,2021/1/14 20:39,2021/1/14,20:39:00,74340
405,38.1,36.7,35.3,36.7,32.5,19,9750,-6900,9750,-6900,2021/1/14 20:40,2021/1/14,20:40:00,74400
406,36.7,35.3,36.7,32.5,32.5,19,9750,-6900,9750,-6900,2021/1/14 20:41,2021/1/14,20:41:00,74460
407,35.3,36.7,32.5,32.5,29.7,19,9750,-6900,9750,-6900,2021/1/14 20:42,2021/1/14,20:42:00,74520
408,36.7,32.5,32.5,29.7,22.7,19,12200,-6000,9750,-6900,2021/1/14 20:44,2021/1/14,20:44:00,74640
409,32.5,32.5,29.7,22.7,24.1,19,12200,-6000,9750,-6900,2021/1/14 20:44,2021/1/14,20:44:00,74640
410,32.5,29.7,22.7,24.1,18.4,19,12200,-6000,9750,-6900,2021/1/14 20:45,2021/1/14,20:45:00,74700
411,29.7,22.7,24.1,18.4,15.6,19,12200,-6000,9750,-6900,2021/1/14 20:46,2021/1/14,20:46:00,74760
412,22.7,24.1,18.4,15.6,15.6,19,12200,-6000,12200,-6000,2021/1/14 20:47,2021/1/14,20:47:00,74820
413,24.1,18.4,15.6,15.6,11.4,19,12200,-6000,12200,-6000,2021/1/14 20:48,2021/1/14,20:48:00,74880
414,18.4,15.6,15.6,11.4,1.6,19,12400,-6000,12200,-6000,2021/1/14 20:48,2021/1/14,20:48:00,74880
415,15.6,15.6,11.4,1.6,353.1,19,12400,-6000,12200,-6000,2021/1/14 20:49,2021/1/14,20:49:00,74940
416,15.6,11.4,1.6,353.1,347.5,19,12900,-6000,12400,-6000,2021/1/14 20:50,2021/1/14,20:50:00,75000
417,11.4,1.6,353.1,347.5,333.4,19,13500,-6000,13000,-6000,2021/1/14 20:52,2021/1/14,20:52:00,75120
418,1.6,353.1,347.5,333.4,334.8,19,14000,-6000,13500,-6000,2021/1/14 20:52,2021/1/14,20:52:00,75120
419,353.1,347.5,333.4,334.8,330.6,19,14500,-5500,14000,-5500,2021/1/14 20:53,2021/1/14,20:53:00,75180
420,347.5,333.4,334.8,330.6,336.2,19,14500,-5500,14000,-5500,2021/1/14 20:54,2021/1/14,20:54:00,75240
421,333.4,334.8,330.6,336.2,337.7,19,14500,-5500,14000,-5500,2021/1/14 20:55,2021/1/14,20:55:00,75300
422,334.8,330.6,336.2,337.7,339.1,19,14000,-5500,14000,-5500,2021/1/14 20:56,2021/1/14,20:56:00,75360
423,330.6,336.2,337.7,339.1,344.7,19,14000,-5500,14000,-5500,2021/1/14 20:56,2021/1/14,20:56:00,75360
424,336.2,337.7,339.1,344.7,346.1,19,14000,-5500,14000,-5500,2021/1/14 20:57,2021/1/14,20:57:00,75420
425,337.7,339.1,344.7,346.1,353.1,19,13800,-5700,14000,-5500,2021/1/14 20:58,2021/1/14,20:58:00,75480
426,339.1,344.7,346.1,353.1,7.2,19,12350,-5700,12550,-5500,2021/1/14 21:00,2021/1/14,21:00:00,75600
427,344.7,346.1,353.1,7.2,15.6,19,12200,-6000,11450,-5700,2021/1/14 21:01,2021/1/14,21:01:00,75660
428,346.1,353.1,7.2,15.6,28.3,19,12200,-6000,10900,-6000,2021/1/14 21:02,2021/1/14,21:02:00,75720
429,353.1,7.2,15.6,28.3,33.9,19,10700,-7200,10900,-7000,2021/1/14 21:02,2021/1/14,21:02:00,75720
430,7.2,15.6,28.3,33.9,40.9,19,10700,-7750,10900,-7550,2021/1/14 21:03,2021/1/14,21:03:00,75780
431,15.6,28.3,33.9,40.9,43.8,19,10700,-8250,10900,-8050,2021/1/14 21:04,2021/1/14,21:04:00,75840
